trade_date,ticker,expiration,dte,option_type,contract_symbol,strike,last_price,bid,ask,mid,volume,prev_volume,volume_change,volume_change_pct,open_interest,implied_volatility,last_trade_date,underlying_close,underlying_high,underlying_low,underlying_change_pct,spread_pct,distance_pct,signed_distance_pct,premium_notional,prev_premium_notional,premium_notional_change,premium_notional_change_pct,open_interest_notional,prev_open_interest,oi_change,oi_change_pct,oi_change_notional,volume_oi_ratio,is_monthly,contract_score,expiration_rank,positioning_score,oi_score,confirmation_score,flow_score,liquidity_score,location_score,structure_score,expiration_pref_score,tape_score,raw_rank_score,continuity_days,continuity_score,band_id,band_label,band_low_strike,band_high_strike,band_continuity_days,band_continuity_score,total_score
2026-03-20,NVDA,2026-07-17,119,C,NVDA260717C00190000,190.0,10.15,10.15,10.2,10.175,3341.0,1023.0,2318.0,2.2658846529814274,6872.0,0.4251156121826172,2026-03-20 19:50:29+00:00,172.6999969482422,178.25999450683594,171.72500610351562,-3.2818104225324163,0.004914004914004809,0.10017373107969763,0.10017373107969763,3399467.5000000005,1288980.0,2110487.5000000005,1.6373314558798433,6992260.000000001,6858.0,14.0,0.002041411490230388,14245.000000000002,0.48617578579743886,1,75.18,1,0.0,0.0,5.0171947924342915,0.0,0.0,0.0,0.0,0.0,0.0,75.18,0.0,0.0,,,0.0,0.0,0.0,0.0,75.18
2026-03-20,NVDA,2026-07-17,119,C,NVDA260717C00200000,200.0,7.0,7.0,7.1,7.05,1809.0,686.0,1123.0,1.6370262390670554,12290.0,0.41296973754882804,2026-03-20 19:57:43+00:00,172.6999969482422,178.25999450683594,171.72500610351562,-3.2818104225324163,0.014184397163120517,0.1580776116628396,0.1580776116628396,1275345.0,615685.0,659660.0,1.0714245109106117,8664450.0,12311.0,-21.0,-0.0017057915685159614,0.0,0.14719283970707892,1,68.12,2,0.0,0.0,2.0785338219166483,0.0,0.0,0.0,0.0,0.0,0.0,68.12,0.0,0.0,,,0.0,0.0,0.0,0.0,68.12
2026-03-20,NVDA,2026-07-17,119,C,NVDA260717C00180000,180.0,14.15,14.2,14.3,14.25,1114.0,1176.0,-62.0,-0.05272108843537415,10685.0,0.44208321594238287,2026-03-20 19:59:23+00:00,172.6999969482422,178.25999450683594,171.72500610351562,-3.2818104225324163,0.007017543859649223,0.04226985049655564,0.04226985049655564,1587450.0,2028600.0,-441150.0,-0.21746524696835257,15226125.0,10634.0,51.0,0.004795937558773744,72675.0,0.10425830603649977,1,56.86,3,0.0,0.0,0.06263817243920414,0.0,0.0,0.0,0.0,0.0,0.0,56.86,0.0,0.0,,,0.0,0.0,0.0,0.0,56.86
2026-03-20,NVDA,2026-07-17,119,C,NVDA260717C00220000,220.0,3.2,3.15,3.25,3.2,711.0,622.0,89.0,0.14308681672025725,10439.0,0.3983214465332031,2026-03-20 19:58:07+00:00,172.6999969482422,178.25999450683594,171.72500610351562,-3.2818104225324163,0.03125000000000003,0.27388537282912356,0.27388537282912356,227520.00000000003,262795.0,-35274.99999999997,-0.1342301033124678,3340480.0000000005,10433.0,6.0,0.0005750982459503498,1920.0000000000002,0.06810997221956126,1,45.0,4,0.0,0.0,0.12255470150302367,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,,,0.0,0.0,0.0,0.0,45.0
2026-03-20,NVDA,2026-07-17,119,C,NVDA260717C00210000,210.0,4.75,4.75,4.8,4.775,614.0,704.0,-90.0,-0.1278409090909091,8365.0,0.402899037475586,2026-03-20 19:59:19+00:00,172.6999969482422,178.25999450683594,171.72500610351562,-3.2818104225324163,0.010471204188481638,0.2159814922459816,0.2159814922459816,293185.00000000006,436480.0,-143294.99999999994,-0.3282968291788855,3994287.5,8177.0,188.0,0.022991317108964168,89770.0,0.07340107591153616,1,37.18,5,0.0,0.0,0.2309014984033407,0.0,0.0,0.0,0.0,0.0,0.0,37.18,0.0,0.0,,,0.0,0.0,0.0,0.0,37.18
2026-03-20,TSLA,2026-04-17,28,C,TSLA260417C00400000,400.0,5.76,5.75,5.85,5.8,8406.0,8373.0,33.0,0.003941239699032604,8110.0,0.4097959411621094,2026-03-20 19:59:51+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.01724137931034477,0.08707470727516156,0.08707470727516156,4875480.0,7954350.0,-3078870.0,-0.3870674536574327,4703800.0,5737.0,2373.0,0.4136308175004358,1376340.0,1.036498150431566,1,55.12,1,0.0,0.0,4.69659981939985,0.0,0.0,0.0,0.0,0.0,0.0,55.12,0.0,0.0,,,0.0,0.0,0.0,0.0,55.12
2026-03-20,TSLA,2026-04-17,28,C,TSLA260417C00500000,500.0,0.23,0.21,0.23,0.22,2243.0,3319.0,-1076.0,-0.3241940343476951,28362.0,0.48730981445312505,2026-03-20 19:59:51+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.090909090909091,0.35884338409395194,0.35884338409395194,49346.0,61401.5,-12055.5,-0.1963388516567185,623964.0,27170.0,1192.0,0.043871917556128084,26224.0,0.07908469078344263,1,54.14,2,0.0,0.0,2.3446105428796225,0.0,0.0,0.0,0.0,0.0,0.0,54.14,0.0,0.0,,,0.0,0.0,0.0,0.0,54.14
2026-03-20,TSLA,2026-04-17,28,C,TSLA260417C00380000,380.0,12.2,12.25,12.4,12.325,6299.0,3596.0,2703.0,0.7516685205784205,1746.0,0.4304256176757813,2026-03-20 19:58:34+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.012170385395537555,0.032720971911403475,0.032720971911403475,7763517.499999999,6634620.0,1128897.499999999,0.1701525482996764,2151944.9999999995,1066.0,680.0,0.6378986866791745,838100.0,3.6076746849942727,1,47.22,3,0.0,0.0,5.714141462123315,0.0,0.0,0.0,0.0,0.0,0.0,47.22,0.0,0.0,,,0.0,0.0,0.0,0.0,47.22
2026-03-20,TSLA,2026-04-17,28,C,TSLA260417C00410000,410.0,3.77,3.75,3.85,3.8,3813.0,2923.0,890.0,0.3044816968867602,7607.0,0.4039366247558594,2026-03-20 19:59:22+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.026315789473684237,0.1142515749570406,0.1142515749570406,1448940.0,1870720.0,-421780.0,-0.22546399247348614,2890660.0,6065.0,1542.0,0.2542456718878813,585960.0,0.5012488497436571,1,30.96,4,0.0,0.0,3.815577085733418,0.0,0.0,0.0,0.0,0.0,0.0,30.96,0.0,0.0,,,0.0,0.0,0.0,0.0,30.96
2026-03-20,TSLA,2026-04-17,28,C,TSLA260417C00390000,390.0,8.55,8.55,8.65,8.600000000000001,4475.0,2466.0,2009.0,0.8146796431467964,2637.0,0.418401812133789,2026-03-20 19:59:34+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.011627906976744143,0.059897839593282515,0.059897839593282515,3848500.000000001,3322935.0000000005,525565.0000000005,0.15816288913264942,2267820.0000000005,2513.0,124.0,0.04934341424592121,106640.00000000001,1.6970041714069017,1,30.35,5,0.0,0.0,2.9414270922300743,0.0,0.0,0.0,0.0,0.0,0.0,30.35,0.0,0.0,,,0.0,0.0,0.0,0.0,30.35
2026-03-20,TSLA,2026-05-15,56,C,TSLA260515C00400000,400.0,14.15,14.1,14.25,14.175,1930.0,1647.0,283.0,0.17182756527018822,8208.0,0.4563958169555664,2026-03-20 19:59:55+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.010582010582010606,0.08707470727516156,0.08707470727516156,2735775.0,3166357.5,-430582.5,-0.13598669764863885,11634840.0,8074.0,134.0,0.016596482536537033,189945.0,0.2351364522417154,1,66.71,1,0.0,0.0,0.8446584316234409,0.0,0.0,0.0,0.0,0.0,0.0,66.71,0.0,0.0,,,0.0,0.0,0.0,0.0,66.71
2026-03-20,TSLA,2026-05-15,56,C,TSLA260515C00410000,410.0,11.15,11.15,11.25,11.2,848.0,575.0,273.0,0.4747826086956522,14591.0,0.4496209823608398,2026-03-20 19:56:52+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.008928571428571397,0.1142515749570406,0.1142515749570406,949759.9999999999,892687.5,57072.49999999988,0.0639333473359937,16341919.999999998,14435.0,156.0,0.010807066158642189,174719.99999999997,0.058118017956274415,1,56.25,2,0.0,0.0,0.9191647664227197,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,,,0.0,0.0,0.0,0.0,56.25
2026-03-20,TSLA,2026-05-15,56,C,TSLA260515C00470000,470.0,2.3,2.46,2.5,2.48,589.0,495.0,94.0,0.1898989898989899,17508.0,0.43970286865234376,2026-03-20 19:47:02+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.01612903225806453,0.2773127810483148,0.2773127810483148,146072.0,175725.0,-29653.0,-0.16874662114098735,4341984.0,17472.0,36.0,0.0020604395604395605,8928.0,0.03364176376513594,1,53.9,3,0.0,0.0,0.26848865630997887,0.0,0.0,0.0,0.0,0.0,0.0,53.9,0.0,0.0,,,0.0,0.0,0.0,0.0,53.9
2026-03-20,TSLA,2026-05-15,56,C,TSLA260515C00450000,450.0,4.1,4.05,4.15,4.1,1918.0,2765.0,-847.0,-0.30632911392405066,7559.0,0.4387263159179688,2026-03-20 19:59:17+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.024390243902439157,0.22295904568455674,0.22295904568455674,786379.9999999999,1645175.0,-858795.0000000001,-0.522008296989682,3099190.0,6685.0,874.0,0.13074046372475692,358339.99999999994,0.2537372668342373,1,51.03,4,0.0,0.0,1.2397163120567376,0.0,0.0,0.0,0.0,0.0,0.0,51.03,0.0,0.0,,,0.0,0.0,0.0,0.0,51.03
2026-03-20,TSLA,2026-05-15,56,C,TSLA260515C00460000,460.0,3.2,3.15,3.25,3.2,1948.0,678.0,1270.0,1.873156342182891,4522.0,0.43994700683593746,2026-03-20 19:54:08+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.03125000000000003,0.2501359133664358,0.2501359133664358,623360.0,311880.0,311480.0,0.9987174554315762,1447040.0000000002,4736.0,-214.0,-0.045185810810810814,0.0,0.4307828394515701,1,44.48,5,0.0,0.0,3.3001031131955565,0.0,0.0,0.0,0.0,0.0,0.0,44.48,0.0,0.0,,,0.0,0.0,0.0,0.0,44.48
2026-03-20,TSLA,2026-07-17,119,C,TSLA260717C00400000,400.0,26.82,26.75,26.95,26.85,634.0,342.0,292.0,0.8538011695906432,3348.0,0.4702964347839356,2026-03-20 19:59:17+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.007448789571694573,0.08707470727516156,0.08707470727516156,1702290.0000000002,1112355.0,589935.0000000002,0.5303477756651431,8989380.0,3295.0,53.0,0.016084977238239758,142305.00000000003,0.18936678614097968,1,64.99,1,0.0,0.0,4.341779029970496,0.0,0.0,0.0,0.0,0.0,0.0,64.99,0.0,0.0,,,0.0,0.0,0.0,0.0,64.99
2026-03-20,TSLA,2026-07-17,119,C,TSLA260717C00600000,600.0,1.54,1.52,1.6,1.56,387.0,272.0,115.0,0.4227941176470588,9629.0,0.46533737792968755,2026-03-20 19:59:34+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.05128205128205133,0.6306120609127424,0.6306120609127424,60372.0,50864.00000000001,9507.999999999993,0.18692985215476549,1502124.0,9659.0,-30.0,-0.003105911585050212,0.0,0.04019108941738498,1,61.99,2,0.0,0.0,1.0220859465737515,0.0,0.0,0.0,0.0,0.0,0.0,61.99,0.0,0.0,,,0.0,0.0,0.0,0.0,61.99
2026-03-20,TSLA,2026-07-17,119,C,TSLA260717C00500000,500.0,6.1,6.1,6.25,6.175,434.0,803.0,-369.0,-0.45952677459526775,3620.0,0.4503228796386719,2026-03-20 19:53:11+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.02429149797570856,0.35884338409395194,0.35884338409395194,267995.0,636377.5,-368382.5,-0.5788741745269121,2235350.0,3412.0,208.0,0.06096131301289566,128439.99999999999,0.11988950276243093,1,38.88,3,0.0,0.0,1.6965742251223492,0.0,0.0,0.0,0.0,0.0,0.0,38.88,0.0,0.0,,,0.0,0.0,0.0,0.0,38.88
2026-03-20,TSLA,2026-07-17,119,C,TSLA260717C00350000,350.0,50.45,50.15,50.75,50.45,304.0,192.0,112.0,0.5833333333333334,1161.0,0.5012104322814943,2026-03-20 19:54:57+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.01189296333002976,0.04880963113423364,-0.04880963113423364,1533680.0,1126080.0,407600.0,0.3619636260301222,5857245.0,1082.0,79.0,0.07301293900184842,398555.0,0.26184323858742464,1,38.0,4,0.0,0.0,2.565091024239658,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,,,0.0,0.0,0.0,0.0,38.0
2026-03-20,TSLA,2026-07-17,119,C,TSLA260717C00550000,550.0,3.0,2.96,3.05,3.005,552.0,207.0,345.0,1.6666666666666667,2012.0,0.45483943603515625,2026-03-20 19:58:20+00:00,367.9599914550781,379.8900146484375,364.4601135253906,-3.2448058727281293,0.029950083194675493,0.4947277225033471,0.4947277225033471,165876.0,78142.5,87733.5,1.1227373068432671,604606.0,1989.0,23.0,0.011563599798893917,6911.499999999999,0.27435387673956263,1,36.51,5,0.0,0.0,3.3913963826727525,0.0,0.0,0.0,0.0,0.0,0.0,36.51,0.0,0.0,,,0.0,0.0,0.0,0.0,36.51
