trade_date,ticker,expiration,dte,option_type,contract_symbol,strike,last_price,bid,ask,mid,volume,open_interest,implied_volatility,last_trade_date,underlying_close,underlying_change_pct,spread_pct,distance_pct,prev_open_interest,oi_change,oi_change_pct,volume_oi_ratio,oi_score,flow_score,liquidity_score,location_score,structure_score,continuity_days,continuity_score,band_id,band_label,total_score
2026-03-18,TSLA,2026-04-17,30,C,TSLA260417C00400000,400.0,15.35,15.35,15.45,15.399999999999999,5688.0,5458.0,0.4157773266601562,2026-03-18 19:59:02+00:00,392.7799987792969,-1.6254640751756533,0.006493506493506471,0.018381794498553487,5458.0,0.0,0.0,1.0421399780139244,0.0,100.0,98.7012987012987,100.0,0.0,1,0.0,,,79.68
2026-03-18,TSLA,2026-03-20,2,P,TSLA260320P00395000,395.0,6.0,5.95,6.0,5.975,24859.0,7832.0,0.41345801391601555,2026-03-18 19:59:54+00:00,392.7799987792969,-1.6254640751756533,0.008368200836820055,0.005652022067321569,7832.0,0.0,0.0,3.1740296220633297,0.0,100.0,98.32635983263599,100.0,0.0,1,0.0,,,79.58
2026-03-18,TSLA,2026-03-20,2,P,TSLA260320P00400000,400.0,9.01,9.0,9.1,9.05,37250.0,14993.0,0.3947814428710938,2026-03-18 19:59:53+00:00,392.7799987792969,-1.6254640751756533,0.011049723756906037,0.018381794498553487,14993.0,0.0,0.0,2.484492763289535,0.0,100.0,97.79005524861878,100.0,0.0,1,0.0,,,79.45
2026-03-18,TSLA,2026-03-20,2,P,TSLA260320P00390000,390.0,3.85,3.8,3.85,3.825,21247.0,9933.0,0.44312080322265623,2026-03-18 19:59:49+00:00,392.7799987792969,-1.6254640751756533,0.013071895424836671,0.00707775036391035,9933.0,0.0,0.0,2.1390315111245344,0.0,100.0,97.38562091503266,100.0,0.0,1,0.0,,,79.35
2026-03-18,TSLA,2026-03-20,2,C,TSLA260320C00400000,400.0,2.02,2.02,2.05,2.035,47095.0,14187.0,0.41211525390625,2026-03-18 19:59:58+00:00,392.7799987792969,-1.6254640751756533,0.014742014742014645,0.018381794498553487,14187.0,0.0,0.0,3.319588355536759,0.0,100.0,97.05159705159707,100.0,0.0,1,0.0,,,79.26
2026-03-18,TSLA,2026-03-27,9,C,TSLA260327C00400000,400.0,6.65,6.65,6.75,6.7,11018.0,5701.0,0.4005797247314453,2026-03-18 19:59:55+00:00,392.7799987792969,-1.6254640751756533,0.014925373134328304,0.018381794498553487,5701.0,0.0,0.0,1.932643395895457,0.0,100.0,97.01492537313433,100.0,0.0,1,0.0,,,79.25
2026-03-18,TSLA,2026-03-20,2,P,TSLA260320P00385000,385.0,2.4,2.37,2.41,2.39,12884.0,6472.0,0.4735160070800781,2026-03-18 19:59:40+00:00,392.7799987792969,-1.6254640751756533,0.01673640167364018,0.01980752279514227,6472.0,0.0,0.0,1.9907292954264524,0.0,100.0,96.65271966527197,100.0,0.0,1,0.0,,,79.16
2026-03-18,TSLA,2026-03-20,2,C,TSLA260320C00402500,402.5,1.39,1.38,1.41,1.395,18520.0,8071.0,0.4067442138671875,2026-03-18 19:59:56+00:00,392.7799987792969,-1.6254640751756533,0.02150537634408604,0.024746680714169446,8071.0,0.0,0.0,2.2946351133688516,0.0,100.0,95.69892473118279,100.0,0.0,1,0.0,,,78.92
2026-03-18,TSLA,2026-03-27,9,P,TSLA260327P00400000,400.0,13.5,13.35,13.5,13.425,5987.0,4788.0,0.38086556640624997,2026-03-18 19:59:37+00:00,392.7799987792969,-1.6254640751756533,0.011173184357541926,0.018381794498553487,4788.0,0.0,0.0,1.2504177109440267,0.0,100.0,95.64536312849162,100.0,0.0,1,0.0,,,78.91
2026-03-18,TSLA,2026-03-20,2,C,TSLA260320C00397500,397.5,2.9,2.88,2.91,2.895,16751.0,3885.0,0.4211483666992188,2026-03-18 19:59:58+00:00,392.7799987792969,-1.6254640751756533,0.01036269430051822,0.012016908282937529,3885.0,0.0,0.0,4.311711711711712,0.0,100.0,86.77746113989636,100.0,0.0,1,0.0,,,76.69
